nodes,community_labels,clustering_labels_5,clustering_labels_10,clustering_labels_20,clustering_labels_50,clustering_labels_100
9509308,10,4,9,12,46,93
9509309,5,1,2,13,16,58
9509310,7,1,3,6,8,38
9509311,5,0,3,6,28,7
9509312,8,1,2,9,31,38
9509313,4,1,2,13,16,74
9509314,3,3,8,7,35,81
9509315,16,1,0,2,42,29
9509316,3,0,1,3,30,31
9509317,6,2,4,11,5,58
9509318,0,0,1,15,38,80
9509319,3,0,3,14,29,95
9509320,11,1,2,9,31,37
9509321,8,2,5,13,39,94
9509322,6,0,1,15,47,4
9509323,1,4,9,1,17,22
9509324,11,2,5,13,16,17
9509325,0,0,1,14,12,86
9509327,2,0,1,14,29,40
9509329,0,3,7,0,3,48
9509330,8,4,4,10,19,70
9509331,4,4,9,12,46,47
9509332,0,1,0,2,42,37
9509333,4,0,3,6,30,11
9509334,4,3,6,19,20,90
9509335,3,0,3,13,49,75
9509337,11,1,0,4,24,18
9509338,4,2,8,17,7,3
9509339,3,0,1,3,38,49
9509340,7,0,1,15,47,12
9509341,3,0,1,15,47,39
9509342,10,1,2,2,16,74
9509343,6,1,0,2,42,37
9509344,6,1,0,2,42,37
9509345,11,0,3,14,28,97
9509346,0,1,3,2,28,54
9509347,4,1,2,9,31,2
9509348,5,4,4,10,27,89
9509349,14,2,5,1,5,89
9509350,3,4,9,12,10,21
9509351,2,1,2,9,31,87
9509352,4,1,2,13,16,74
9509353,5,4,9,12,46,93
9509354,4,4,9,12,25,10
9509355,10,2,5,1,9,20
9509356,0,0,3,6,8,54
9509357,5,0,1,3,0,31
9509358,0,1,3,6,14,38
9509359,4,2,8,5,49,91
9509360,4,1,0,2,8,37
9509361,0,4,9,12,46,13
9509362,5,4,9,1,45,89
9509363,11,0,3,13,22,42
9509364,3,2,5,13,41,85
9509365,4,1,2,17,24,18
9509366,6,1,0,9,13,30
9509367,13,4,9,12,46,93
9509368,7,0,1,3,38,49
9509369,11,2,5,5,28,97
9509370,2,3,6,7,4,82
9509371,7,1,2,9,31,2
9509372,0,0,3,14,29,16
9509373,5,4,4,18,19,35
9509374,7,0,3,6,29,16
9509375,10,0,3,6,30,11
9509376,9,3,8,7,35,81
9509378,1,4,9,12,46,13
9509379,0,1,2,9,31,87
9509380,11,0,3,6,8,23
9509381,10,4,4,10,19,70
9509382,7,4,4,18,19,34
9509383,15,0,3,6,8,78
9509384,3,3,6,19,20,5
9509385,1,1,0,2,33,7
9509386,0,3,6,0,34,69
9509387,2,3,6,11,21,60
9509388,10,3,6,19,20,5
9509389,2,4,9,12,46,93
9509390,2,0,3,6,14,17
9509391,5,0,1,3,38,49
9509392,3,0,4,15,47,4
9509393,6,0,3,6,29,78
9509394,1,0,3,6,29,95
9509395,4,0,1,3,38,11
9509396,7,0,3,6,22,16
9509397,1,1,2,4,31,38
9509398,7,3,7,8,36,88
9509399,4,2,5,1,44,67
9509400,1,4,4,15,27,80
9509401,11,1,2,2,1,64
9509402,11,2,0,2,16,55
9509403,10,4,4,18,19,35
9509404,11,4,4,18,19,35
9509405,3,4,9,18,23,51
9509406,6,4,4,18,9,15
9509407,1,4,9,12,10,21
9509408,0,0,1,14,39,94
9509409,4,0,3,6,28,77
9509410,2,1,3,13,16,78
9509412,3,1,2,17,2,28
9509413,4,0,1,14,12,77
9509414,7,4,9,12,10,93
9509415,2,2,8,7,32,73
9509416,3,0,3,6,14,95
9509418,15,1,3,6,8,37
9509419,7,2,5,13,41,42
9509420,0,0,3,6,22,17
9509421,7,1,2,9,31,18
9509423,2,2,5,5,2,94
9509424,1,1,2,17,7,64
9509425,1,2,2,17,2,28
9509426,13,4,1,1,45,15
9509427,7,2,5,5,0,28
9509428,0,4,4,15,19,6
9509430,1,1,6,19,20,58
9509431,3,0,3,6,28,95
9509432,8,0,3,6,8,23
9509433,7,1,0,6,8,23
9509434,1,3,8,7,35,73
9510202,10,0,1,14,29,97
9510203,0,3,4,10,11,70
9510204,4,0,8,3,30,11
9510205,7,0,8,3,38,49
9510206,4,2,4,13,41,92
9510207,8,1,2,17,33,19
9510208,10,0,1,14,29,40
9510209,5,2,0,5,2,8
9510210,3,0,1,15,22,77
9510211,4,1,8,17,7,3
9510212,0,0,1,14,29,16
9510213,2,2,0,13,16,29
9510214,10,0,3,15,22,12
9510215,1,0,1,14,12,77
9510216,1,0,1,3,29,1
9510217,3,2,5,13,44,42
9510218,0,0,1,1,45,4
9510219,1,0,1,14,29,40
9510220,1,4,9,1,17,22
9510221,11,3,4,7,5,62
9510222,0,2,5,1,17,15
9510223,4,2,4,1,39,34
9510224,1,3,8,7,35,81
9510225,3,3,4,1,32,90
9510226,1,3,4,10,26,50
9510227,0,0,8,3,49,91
9510228,3,2,1,14,12,85
9510229,7,3,7,8,48,61
9510230,4,4,5,1,9,89
9510231,7,0,1,15,22,16
9510232,6,0,3,14,28,7
9510233,5,0,1,3,38,49
9510234,2,0,1,15,47,12
9510235,6,3,8,3,38,49
9510236,6,2,8,7,35,73
9510237,6,4,4,1,45,34
9510238,0,4,1,12,10,80
9510239,6,2,5,13,44,73
9510240,0,2,4,13,5,76
9510241,0,3,1,14,49,1
9510242,3,1,0,2,47,12
9510243,6,4,4,10,19,70
9510244,13,1,3,9,8,38
9510245,7,3,8,19,49,58
9510246,1,0,1,14,29,86
9510247,5,3,8,4,34,69
9510249,3,1,2,17,7,45
9510250,11,2,0,11,5,63
9510252,1,4,9,12,10,40
9510253,10,3,6,10,11,70
9510254,7,2,5,13,16,42
9510255,3,4,4,12,27,33
9510256,7,3,6,11,4,26
9510258,11,4,9,1,17,34
9510259,0,4,9,12,10,33
9510260,2,3,6,19,20,9
9510262,6,0,1,15,22,72
9510263,6,1,0,5,2,28
9510264,6,4,4,10,11,70
9510265,3,2,0,11,21,63
9510266,3,4,1,15,10,4
9510267,0,0,1,15,22,72
9510268,7,2,5,13,33,83
9510269,3,3,4,10,11,90
9510270,0,0,3,6,8,12
9510271,4,1,3,6,33,19
9510272,7,1,2,9,42,37
9510273,0,4,1,15,27,72
9510274,3,3,4,10,26,50
9510275,4,2,1,14,44,67
9510276,6,3,6,19,3,41
9510277,9,0,1,15,22,72
9510278,0,4,4,10,27,65
9510279,1,0,1,14,44,1
9510280,6,0,1,14,29,95
9510281,1,3,6,0,4,82
9510282,10,3,8,7,49,73
9510283,8,3,6,10,11,70
9510284,7,4,1,12,10,40
9510285,7,1,0,2,8,54
9510286,0,4,1,12,10,93
9510287,1,1,0,4,24,60
9510289,3,3,8,7,35,81
9510290,5,0,3,6,30,11
9510291,5,1,3,6,8,23
9510292,1,4,9,18,6,51
9510293,8,4,9,18,6,47
9510294,0,0,1,14,28,77
9510295,8,1,2,4,24,64
9510296,1,3,8,4,34,69
9510297,6,0,1,14,12,1
9510298,11,3,6,11,11,63
9510299,3,4,1,15,27,65
9510300,3,0,8,3,30,31
9510301,6,4,4,10,17,79
9510302,7,4,4,18,19,96
9510303,1,1,2,17,31,45
9510304,6,4,9,12,23,68
9510305,4,1,0,2,42,29
9510306,2,0,8,7,49,91
9510307,7,1,0,9,13,30
9510308,1,4,9,12,25,10
9510309,1,0,3,14,28,7
9510310,17,1,3,6,14,38
9510311,3,4,9,12,46,35
9510312,2,1,2,9,31,45
9510313,0,0,3,6,8,23
9510314,15,4,9,18,6,47
9510315,4,2,4,1,9,89
9510316,2,2,5,1,39,22
9510317,6,3,6,7,4,73
9510318,7,0,1,3,38,49
9510319,6,1,0,9,13,30
9510320,12,3,6,19,20,9
9510321,10,0,3,6,22,54
9510322,4,1,2,13,16,45
9510323,0,1,0,4,24,60
9510324,3,0,1,14,29,95
9510325,0,0,1,3,38,80
9510326,0,2,5,13,33,94
9510327,1,0,3,6,30,27
9510328,12,1,3,6,28,7
9510329,5,1,8,17,30,91
9510330,5,1,2,9,16,74
9510331,5,0,3,6,8,78
9510333,10,1,0,4,24,37
9510334,3,0,8,3,38,49
9510335,2,0,8,4,49,91
9510336,6,3,0,11,21,98
9510337,0,0,1,3,38,11
9510338,7,1,2,13,33,19
9510339,7,3,6,11,3,60
9510340,2,0,8,3,30,91
9510341,1,0,3,6,28,95
9510342,1,1,8,4,30,91
9510343,8,4,1,3,12,80
9510344,7,3,6,0,3,5
9510346,6,2,0,2,5,29
9510347,1,2,1,15,47,62
9510348,4,0,1,14,29,1
9510349,1,3,8,4,34,69
9510350,1,4,1,12,10,40
9510351,1,2,0,2,13,8
9510352,2,0,1,14,0,86
9510353,0,4,7,8,48,57
9510354,7,0,4,15,47,12
9510355,7,4,9,12,25,33
9510356,7,1,3,4,24,64
9510357,7,2,0,2,5,24
9510358,7,0,3,6,47,78
9510359,3,3,8,3,38,49
9510362,6,3,6,19,3,5
9510363,0,4,1,12,10,80
9510364,9,3,8,7,32,32
9510365,14,1,3,6,14,38
9510366,0,1,3,6,8,78
9510367,2,0,3,14,29,95
9510368,3,4,9,12,45,93
9510369,4,1,2,17,7,45
9510370,4,1,2,17,33,2
9510371,7,2,6,11,47,63
9510372,1,1,2,9,13,53
9510373,0,0,3,6,8,23
9510374,7,2,5,13,1,15
9510375,4,0,1,3,38,49
9510376,3,1,2,17,7,3
9510377,0,3,6,11,3,60
9510378,0,0,3,6,14,95
9510379,4,3,7,8,48,61
9510380,5,0,8,3,38,49
9510381,6,0,3,6,30,95
9510383,0,3,6,3,38,5
9510386,3,2,5,13,44,71
9510388,7,3,6,19,20,5
9510390,7,3,8,7,30,91
9510391,11,4,9,18,32,21
9510392,1,1,2,6,31,19
9510393,3,1,3,6,8,78
9510394,5,3,6,19,20,5
9510395,4,2,5,1,44,67
9510396,7,0,1,15,22,72
9510397,0,3,6,0,15,84
9510399,1,2,5,5,0,46
9510400,0,4,4,1,5,24
9510401,11,0,7,16,43,59
9510402,6,0,1,15,12,77
9510403,0,0,3,6,49,75
9510404,0,3,7,8,48,61
9510405,6,4,1,15,45,4
9510406,0,1,3,6,8,78
9510407,2,4,9,1,17,22
9510408,4,0,3,4,28,7
9510409,11,0,3,1,39,94
9510410,6,0,3,6,8,23
9510411,4,0,3,6,28,95
9510412,1,4,4,10,11,70
9510414,3,3,6,19,20,90
9510415,0,4,9,1,17,68
9510416,0,0,1,14,12,86
9510417,4,2,5,5,39,24
9510418,6,4,4,10,27,65
9510419,2,0,3,4,34,69
9510420,8,0,8,3,38,11
9510421,7,0,1,3,38,31
9510422,13,1,0,9,42,37
9510423,7,0,3,6,8,23
9510424,1,1,2,17,31,2
9510425,7,1,2,9,13,53
9510426,1,0,1,14,0,1
9510428,0,4,5,1,23,14
9510429,6,4,9,18,19,35
9510430,6,1,0,2,33,19
9510431,3,1,8,4,30,91
9510432,1,0,1,14,0,1
9510433,6,2,0,2,5,8
9510434,4,1,2,9,31,2
9510435,7,0,1,15,10,40
9510436,7,1,0,13,33,42
9510437,8,0,3,6,28,7
9510438,5,0,3,14,29,1
9510439,12,0,3,6,14,23
9510440,7,4,4,18,32,6
9510441,1,0,7,16,43,59
9510442,1,0,1,3,38,49
9510443,12,4,9,12,25,10
9510444,2,3,8,3,38,49
9510445,13,0,8,3,38,31
9510446,6,1,0,2,1,55
9510447,0,3,6,11,47,12
9510448,0,4,1,3,38,80
9510449,6,1,2,9,13,71
9510450,10,4,1,14,12,86
9510451,6,3,6,0,15,0
9510452,6,2,5,1,9,14
9510453,7,0,1,14,29,16
9510454,10,1,3,17,1,71
9510455,3,0,3,6,22,17
9510456,3,0,1,15,47,12
9510457,10,0,3,6,14,17
9510458,1,3,6,10,4,26
9510459,2,3,8,7,32,32
9510460,6,1,0,2,42,55
9510461,4,4,9,12,17,68
9510462,6,0,3,6,47,78
9511201,11,1,0,4,34,69
9511202,4,1,2,17,33,83
9511203,13,1,0,4,24,64
9511204,3,0,8,4,30,91
9511205,7,1,3,6,14,38
9511206,3,4,4,10,26,50
9511207,3,3,6,11,11,63
9511208,4,1,0,11,34,69
9511210,7,4,9,18,6,51
9511211,5,0,3,4,49,91
9511212,0,2,5,13,1,55
9511213,1,2,5,13,44,42
9511214,5,1,2,9,2,71
9511215,5,4,9,12,25,10
9511216,4,1,0,2,42,8
9511217,6,1,0,9,42,37
9511218,1,3,8,7,35,81
9511219,17,2,5,1,39,14
9511220,2,4,9,12,10,93
9511221,2,2,5,1,39,46
9511222,10,2,5,5,9,85
9511223,2,1,0,11,21,99
9511224,3,3,6,19,20,56
9511225,4,2,8,7,7,22
9511226,13,2,5,13,41,92
9511227,2,1,0,2,42,29
9511228,5,0,1,14,29,77
9511229,5,4,9,18,23,47
9511230,2,2,6,10,41,26
9511231,4,1,0,2,42,37
9511232,7,1,0,4,42,64
9511233,0,1,2,9,13,30
9511234,0,4,1,12,10,40
9511235,5,3,8,3,38,49
9511236,17,1,0,11,21,99
9511237,2,0,3,14,29,95
9511238,1,1,8,16,43,59
9511239,2,2,5,14,0,97
9511240,4,1,2,17,31,27
9511241,0,1,3,6,8,78
9511242,3,4,4,10,11,90
9511244,7,0,3,3,30,11
9511245,2,1,2,9,31,18
9511246,6,0,3,6,47,12
9511247,15,4,9,18,19,96
9511248,3,1,0,11,21,99
9511249,7,2,0,11,28,7
9511250,1,0,1,15,47,72
9511251,2,1,2,17,49,27
9511252,5,1,2,17,2,43
9511253,3,0,3,6,1,31
9511254,4,0,3,6,49,91
9511255,0,4,9,12,46,93
9511256,3,1,2,5,2,83
9511257,7,0,8,3,30,91
9511258,8,2,5,5,2,20
9511259,1,1,3,6,14,38
9511260,3,0,3,6,33,75
9511261,3,2,4,13,5,24
9511262,3,0,3,14,28,54
9511263,5,0,1,15,22,77
9511264,6,0,3,6,47,12
9511266,1,3,8,4,34,69
9511267,0,0,1,14,29,97
9511268,3,1,0,2,42,99
9511269,3,3,6,13,4,26
9511270,6,0,1,14,0,97
9511271,7,4,4,12,45,4
9511272,6,0,1,3,38,49
9511273,8,0,1,14,29,16
9511274,6,3,6,16,43,48
9511275,1,0,3,6,44,27
9511276,1,0,1,14,0,1
9511277,4,3,6,0,15,84
9511278,4,0,8,3,38,31
9511279,3,4,9,12,46,93
9511280,1,0,1,14,29,97
9511281,3,1,3,6,8,78
9511282,3,3,6,19,20,5
9511283,6,3,8,7,35,91
9511284,1,1,2,17,31,45
9511285,14,1,3,2,8,78
9511286,2,2,6,11,1,26
9511287,0,4,4,3,25,80
9511288,12,0,3,17,44,27
9511289,1,1,3,6,14,38
9511292,1,0,3,3,30,11
9511293,4,1,0,2,42,37
9511294,2,0,8,3,38,49
9511295,4,1,2,17,7,3
9511296,7,0,1,3,38,49
9511297,2,4,9,12,46,93
9511298,3,0,3,6,14,17
9511299,6,2,5,2,37,98
9511300,3,0,3,6,8,17
9511301,3,1,0,2,42,29
9511302,5,0,3,15,47,12
9511303,13,0,3,4,30,11
9511304,1,2,5,13,41,92
9511305,1,1,2,17,7,45
9511306,3,4,8,7,32,21
9511308,3,0,7,8,48,61
9511309,7,1,3,13,16,74
9511310,10,0,7,16,43,59
9511311,8,1,0,13,1,55
9511312,2,1,0,4,24,36
9511313,1,4,4,10,11,70
9511314,0,0,1,3,38,49
9511315,10,1,2,9,14,38
9511316,5,4,9,12,27,35
9511317,2,1,3,17,33,27
9511318,3,4,9,18,17,47
9511319,1,0,1,3,38,40
9511320,7,1,0,2,42,37
9511321,13,1,2,9,13,53
9511322,8,4,4,18,19,6
9511323,2,4,9,18,6,51
9511324,1,0,1,3,38,31
9511325,6,0,3,6,8,23
9511326,1,0,1,14,29,17
9511327,2,4,1,15,45,4
9511328,13,1,0,2,42,37
9511329,3,0,1,14,0,86
9511330,6,2,5,5,9,85
9511331,5,0,3,6,30,17
9511332,5,4,9,12,32,21
9511333,6,0,3,6,30,94
9511334,1,2,5,13,49,75
9511335,7,1,2,9,16,87
9511336,8,1,2,17,33,19
9511337,3,1,3,17,14,28
9511338,1,3,8,4,34,69
9511339,11,1,2,17,33,19
9511340,1,0,1,3,49,1
9511341,0,4,9,12,46,33
9511342,1,2,3,13,47,75
9511343,2,2,1,15,47,12
9511344,1,2,5,13,41,75
9511345,6,2,4,11,11,26
9511346,6,3,4,10,26,50
9511347,1,1,2,17,16,45
9511348,4,0,3,6,33,17
9511349,4,0,1,14,10,40
9511350,1,4,9,18,17,68
9511352,0,0,1,3,10,1
9511353,14,3,6,7,5,29
9511354,4,4,9,18,32,32
9511356,6,4,9,18,17,79
9511357,12,3,8,7,35,31
9511358,8,4,4,1,17,15
9511360,10,4,7,16,18,44
9511361,4,1,2,9,31,18
9511362,0,4,4,15,45,4
9511363,0,0,3,3,30,11
9511364,3,1,2,17,7,3
9511365,7,2,5,5,28,97
9511366,0,3,8,7,49,46
9511367,11,0,1,15,12,72
9511368,4,1,0,4,24,36
9511369,7,3,4,7,32,32
9511370,5,3,6,19,20,5
9511371,2,3,8,7,35,46
9511373,6,1,3,4,34,69
9511374,6,3,8,4,24,60
9511375,5,1,3,2,37,98
9511376,1,1,2,17,7,28
9511377,11,0,3,13,16,42
9511378,3,0,3,6,14,27
9511379,0,2,5,13,41,42
9511380,7,1,0,2,42,37
9511381,4,2,5,17,39,94
9511382,6,0,1,15,45,4
9511383,11,4,9,12,23,93
9511384,5,4,9,12,46,47
9511385,1,0,3,6,14,17
9511386,8,1,2,17,14,38
9511387,4,4,9,18,23,51
9511388,1,0,3,6,14,54
9511389,12,0,1,15,47,12
9511390,10,0,1,15,22,1
9511391,1,0,1,15,22,72
9511392,8,0,1,3,30,11
9511393,10,1,0,2,42,29
9511394,7,1,2,17,7,45
9511395,1,1,2,17,7,3
9511396,8,4,5,1,23,14
9511397,7,0,1,15,22,72
9511398,8,0,1,15,45,4
9511399,5,0,3,6,47,78
9511400,2,4,9,18,11,70
9511401,6,3,7,0,15,52
9511402,1,2,5,1,44,67
9511403,3,2,5,13,5,29
9511404,13,2,0,11,5,24
9511405,8,0,1,15,47,12
9511406,6,1,0,2,42,30
9511407,3,1,3,6,24,7
9511408,4,2,5,1,17,22
9511409,0,3,4,10,11,70
9511410,0,1,3,6,8,23
9511411,10,3,6,10,26,50
9511412,7,4,4,10,11,70
9511413,7,3,8,7,35,81
9511414,3,1,3,4,49,19
9511415,1,1,3,4,30,91
9511416,2,1,0,4,24,8
9511417,2,1,0,4,24,36
9511418,7,4,4,18,32,6
9511419,1,1,0,4,28,7
9511420,6,3,8,3,38,49
9511421,1,4,9,12,10,93
9511422,7,1,2,4,24,3
9511423,7,4,9,18,6,96
9511424,6,1,0,2,33,83
9511425,5,3,7,0,15,52
9511426,1,0,1,14,45,4
9511427,13,0,3,3,30,11
9511429,0,1,3,6,8,23
9511430,10,4,4,15,45,4
9511431,9,1,2,17,7,3
9511432,8,4,9,15,45,33
9511433,10,0,3,6,8,78
9511434,6,3,8,0,3,62
9511435,8,4,9,18,6,96
9511437,2,1,2,9,13,30
9511438,3,3,6,0,15,0
9511439,3,0,3,13,22,26
9511440,5,1,0,2,21,19
9511441,7,1,0,2,42,37
9511442,7,3,6,0,15,84
9511443,6,2,5,13,33,83
9511444,12,0,3,6,14,95
9511445,1,0,3,3,30,27
9511446,2,1,2,4,31,64
9511447,12,4,1,12,45,4
9511448,8,4,1,14,12,39
9511449,8,0,3,15,22,77
9511450,11,4,4,10,27,65
9511451,2,0,3,6,22,17
9511452,6,2,4,10,5,63
9511453,1,1,8,4,30,11
9511454,0,0,3,6,14,23
9511455,0,0,1,15,22,16
9511456,1,3,6,0,3,41
9511457,13,2,5,13,16,74
9511458,0,0,1,14,22,17
9511459,3,0,3,6,29,16
9511460,4,0,3,6,14,23
9511461,0,3,8,7,35,81
9511462,0,0,1,14,10,40
9511463,3,1,3,6,16,78
9511464,1,1,2,9,13,87
9511465,0,4,9,12,46,33
9511466,12,0,1,3,22,17
9511467,1,4,4,1,17,6
9511468,3,0,1,3,38,49
9511469,8,0,3,6,30,11
9511470,4,0,8,7,0,46
9511471,4,1,2,9,8,37
9511472,3,3,6,11,21,99
9511473,12,0,1,14,29,97
9511475,2,3,6,19,20,9
9512201,3,3,6,10,47,26
9512202,4,2,5,13,44,67
9512203,8,1,0,2,16,29
9512204,5,3,7,16,18,44
9512205,10,3,6,0,4,82
9512206,7,0,8,3,0,1
9512208,5,2,5,1,39,14
9512209,5,3,6,19,20,9
9512210,6,3,6,0,15,32
9512211,4,1,2,17,7,64
9512212,8,4,9,12,46,93
9512213,8,1,0,2,33,19
9512214,5,0,1,3,38,80
9512215,0,0,3,6,29,16
9512216,0,0,1,15,29,16
9512217,0,0,1,15,38,80
9512218,6,2,5,13,41,92
9512219,0,0,8,3,30,31
9512220,2,1,2,4,24,64
9512221,6,3,0,11,21,99
9512222,0,1,0,4,24,60
9512223,5,0,3,11,8,23
9512224,3,0,5,14,28,95
9512225,0,1,3,6,8,78
9512226,1,2,8,13,41,73
9512227,1,4,9,12,46,13
9512228,0,2,5,5,44,97
9512229,1,1,2,9,31,18
9512230,1,3,6,11,21,63
9512231,0,3,8,7,35,81
9512232,3,3,0,11,21,60
9512233,7,1,0,2,42,30
9512234,7,1,2,9,33,94
9512235,6,3,6,0,4,82
9512236,13,2,5,13,16,74
9512237,2,0,1,14,28,95
9512238,6,1,0,2,21,60
9512239,3,0,8,3,30,11
9512240,5,1,2,9,16,78
9512241,4,4,1,14,23,14
9512242,0,2,5,5,2,43
9512243,7,0,3,6,33,27
9512244,5,3,6,0,15,52
9512245,4,3,6,19,20,26
9512246,8,0,1,14,29,16
9512247,7,4,9,12,27,65
9512248,10,0,1,3,38,49
9512249,10,0,1,14,12,39
9512250,6,1,2,9,13,64
9512251,3,0,1,14,22,1
9512252,0,0,1,15,22,4
9512253,0,0,3,6,14,95
9512254,0,4,1,15,22,72
9512255,5,0,5,15,47,12
9512256,3,2,5,13,5,24
9512257,6,3,8,3,40,76
9512258,1,0,3,6,14,27
9512259,7,1,3,6,8,78
9512260,1,3,4,10,11,70
9512261,0,0,1,14,12,40
9512262,5,4,1,1,45,4
9512263,4,2,5,11,44,8
9512264,3,2,4,1,39,34
9512265,4,3,6,0,15,84
9512266,1,1,2,4,24,18
9512267,6,0,3,6,30,16
9512268,1,0,3,6,28,95
9512269,8,3,6,0,3,82
9512270,5,4,1,14,12,89
9512271,2,0,3,6,8,23
9512272,6,3,4,10,26,50
9512273,7,1,0,2,42,37
9512275,7,3,8,7,35,91
9512276,10,3,7,0,48,61
9512277,12,0,3,3,30,11
9512278,2,3,8,7,30,31
9512279,13,2,5,5,5,8
9512280,0,0,1,15,22,72
9512281,8,1,3,13,16,78
9512283,4,0,3,6,14,17
9512284,10,4,1,15,45,4
9512285,2,3,6,0,3,41
9512286,1,2,4,10,26,92
9512288,1,0,3,6,29,16
9512289,1,0,1,14,12,77
9512290,4,1,3,6,14,38
9512291,5,1,0,2,42,8
9512292,3,2,5,13,1,67
9512293,10,0,1,15,22,17
9512294,7,0,3,14,28,39
9512295,8,3,7,16,18,48
9512296,7,1,0,2,33,55
9512297,5,0,1,15,38,80
9512298,3,4,9,18,17,68
9512299,3,0,1,3,38,31
9512300,8,0,1,14,0,86
9512301,3,1,0,4,24,23
9512302,1,0,8,3,30,31
9512303,0,1,3,6,8,38
9512304,4,1,2,4,7,3
9512305,6,1,3,6,8,54
9512306,8,0,8,7,30,31
9512307,1,0,5,14,44,67
9512308,0,1,0,11,21,99
9512309,5,0,1,15,22,72
9512310,3,3,8,7,0,46
9512311,3,1,3,4,34,69
9512312,1,3,6,19,4,5
9512313,1,1,2,17,7,3
9512314,4,1,0,2,42,37
9512315,10,0,1,3,38,80
9512316,5,4,4,1,45,4
9512317,2,2,8,7,1,28
9512318,6,2,5,5,28,27
9512319,6,1,2,9,14,38
9512320,10,0,1,1,45,4
9512321,2,0,1,3,38,49
9512322,0,1,0,9,13,30
9512323,11,4,1,14,23,97
9512324,7,4,7,16,18,44
9512325,3,0,1,3,38,49
9512326,6,1,0,4,34,69
9512327,10,4,9,12,46,21
9512328,8,1,0,9,42,37
9512329,5,2,5,13,5,39
9512330,0,0,3,6,47,16
9512331,10,4,9,18,19,35
9512332,1,0,3,6,29,16
9512333,3,4,9,12,10,93
9512334,0,0,1,14,29,97
9512335,1,3,8,7,35,81
9512336,8,1,3,13,16,74
9512337,1,0,1,14,12,77
9512338,7,0,3,6,14,17
9512339,3,3,8,7,35,81
9512340,4,2,5,13,5,42
9512341,0,1,0,9,8,37
9512342,17,2,5,13,41,42
9512343,8,1,3,2,8,78
9512344,3,3,0,0,34,66
9512345,2,0,1,14,12,89
9512346,3,0,3,3,30,11
9512347,10,3,7,8,36,88
9512348,7,0,1,14,29,16
9512349,2,0,1,3,38,11
9512350,6,2,5,15,5,24
9512351,6,4,9,12,46,47
9512352,8,3,4,10,26,50
9512353,2,0,1,14,0,86
9512354,1,1,2,17,31,64
9512355,1,0,1,3,30,11
9512356,0,0,3,6,14,95
9512357,0,0,1,15,12,77
9512358,3,4,9,18,19,35
9512359,1,3,8,7,35,81
9512360,1,0,1,14,0,31
9512361,8,4,9,12,45,80
9512362,12,0,3,6,22,17
9512363,0,1,2,5,2,43
9512364,9,1,2,9,31,18
9512365,11,1,0,4,24,18
9512366,1,2,0,11,21,75
9512367,8,1,2,9,2,83
9512368,4,4,9,1,23,22
9512369,1,0,3,6,14,38
9512370,8,4,9,18,17,79
9512371,8,3,6,0,15,84
9512372,5,4,9,12,17,33
9512373,5,2,5,1,9,22
9512374,7,1,3,6,8,78
9512375,11,2,5,5,49,75
9512376,6,2,2,9,13,30
9512377,6,4,9,12,25,21
9512378,2,0,1,14,45,4
9512379,6,2,0,11,47,24
9512380,0,4,9,1,23,14
9512381,5,1,8,4,7,3
9512382,6,0,1,15,47,39
9512383,1,1,3,6,14,38
9512384,11,0,3,14,28,95
9512385,11,0,3,17,49,27
9512387,0,0,1,3,38,49
9512388,2,3,8,7,35,73
9512389,2,0,1,14,0,86
9512390,2,0,3,6,14,95
9512391,7,0,1,15,22,12
9512392,6,3,8,7,35,73
9512393,6,3,0,11,21,55
9512394,6,0,3,13,16,78
9512395,0,3,6,10,26,50
9512396,1,0,1,14,29,1
9512397,6,4,9,12,45,34
9512398,1,0,1,14,29,17
9512399,2,0,3,14,29,95
9512400,1,1,2,17,33,27
9512401,1,4,9,12,10,68
9512402,0,4,4,15,40,76
9512403,3,1,0,2,8,78
9512404,7,4,4,15,45,4
9512405,5,4,9,12,25,10
9512406,6,1,3,6,8,19
9512407,8,4,5,1,32,22
9512408,3,0,3,6,47,12
9512409,10,2,0,2,5,8
9512410,5,0,1,14,12,39
9512411,0,4,9,12,46,13
9512412,4,0,8,7,49,1
9512413,0,1,3,6,14,38
9512414,0,1,8,4,30,91
9512415,1,4,4,1,17,34
9512416,1,2,0,5,2,36
9512417,3,4,9,12,10,21
9512418,6,0,1,14,28,77
9512419,0,3,6,0,3,5
9512421,1,2,5,14,0,1
9512422,1,4,9,12,10,40
9512424,0,0,1,15,38,80
9512425,3,3,7,8,36,88
9512426,2,4,9,12,17,68
9512427,5,4,9,12,45,93
9512428,2,1,2,5,2,8
9512429,2,4,1,14,0,86
9512430,7,4,4,10,27,65
9512431,9,1,2,17,7,3
9512432,6,0,3,6,30,91
9512433,8,2,5,13,44,42
9512434,3,4,9,12,46,33
9512435,1,4,1,12,10,86
9512436,3,3,8,3,38,49
9512437,3,1,0,9,1,55
9512438,3,4,8,7,32,32
9512439,4,1,2,17,7,2
9512440,6,3,7,16,43,59
9512441,1,0,3,6,8,78
9512442,3,1,0,2,5,8
9512443,4,4,9,12,25,10
9512444,2,0,8,3,38,49
9512445,3,4,9,12,25,21
9512446,1,4,1,14,45,39
9601201,5,0,1,15,12,77
9601202,0,3,6,19,3,41
9601203,2,0,3,14,28,39
9601204,0,4,9,12,25,21
9601205,4,3,8,7,35,91
9601206,7,2,5,1,39,14
9601207,7,0,1,3,38,11
