205247	205071  agreement
7355	9804385	disagreement
7355	9810322	disagreement
7355	9810437	disagreement
7355	9812491	disagreement
7355	9812495	disagreement
7355	9901322	disagreement
7355	9902289	disagreement
7355	9903272	disagreement
7355	9905241	Neutral
7355	9905282	disagreement
7355	9905324	neutral
7355	9907254	disagreement
7355	9907418	disagreement
7355	9907515	neutral
7355	9907516	disagreement
7355	9909257	agreement
7355	9909262	agreement
7355	9909368	disagreement
7355	9910351	disagreement
7355	9912303	disagreement
7355	9912338	disagreement
7355	9912452	disagreement
9907255	9210218	agreement
9907255	9404243	agreement
9907255	9405233	disagreement
9907255	9407291	disagreement
9907255	9511419	disagreement
9907255	9703320	agreement
9907255	9705417	agreement
9907255	9707425	agreement
9907255	9709364	agreement
9907255	9709397	agreement
9907255	9709465	disagreement
9907255	9710453	disagreement
9907255	9712542	agreement
9907255	9802267	agreement
9907255	9803290	agreement
9907255	9803405	agreement
9907255	9810442	agreement
9907255	9903448	disagreement
9907255	9904378	agreement
9907255	9905390	disagreement
9907255	9906296	disagreement
9803290	9303230	disagreement
9803290	9311340	agreement
9803290	9401241	disagreement
9803290	9403240	agreement
9803290	9405233	agreement
9803290	9407291	disagreement
9803290	9408384	agreement
9803290	9507294	agreement
9803290	9507378	agreement
9803290	9510370	disagreement
9803290	9606211	agreement
9803290	9607225	disagreement
9803290	9607397	agreement
9803290	9608224	agreement
9803290	9612426	disagreement
9803290	9701244	disagreement
9803290	9703246	agreement
9803290	9705417	agreement
9803290	9706235	agreement
9803290	9706275	disagreement
9803290	9706540	agreement
9803290	9707386	agreement
9803290	9709306	agreement
9803290	9709364	agreement
9803290	9709397	agreement
9803290	9712389	disagreement
9803290	9801271	agreement
9803290	9801376	agreement
9803290	9802267	disagreement
9803290	9802446	disagreement
107061	7134	disagreement
107061	9311340	disagreement
107061	9401241	disagreement
107061	9405233	agreement
107061	9407291	disagreement
107061	9705417	agreement
107061	9709364	disagreement
107061	9709397	agreement
107061	9803290	agreement
107061	9803405	agreement
107061	9907393	agreement
9705417	9308304	agreement
9705417	9309335	disagreement
9705417	9501395	agreement
9705417	9505242	agreement
9705417	9506467	agreement
9705417	9606281	agreement
9705417	9609325	disagreement
9812387	9303226	disagreement
9812387	9312210	disagreement
9812387	9402358	agreement
9812387	9404359	agreement
9812387	9407259	disagreement
9812387	9410404	disagreement
9812387	9410413	disagreement
9812387	9502336	disagreement
9812387	9504260	disagreement
9812387	9504378	disagreement
9812387	9505409	disagreement
9812387	9508314	disagreement
9812387	9510300	disagreement
9812387	9602211	disagreement
9812387	9602226	agreement
9812387	9603423	disagreement
9812387	9604212	disagreement
9812387	9605345	agreement
9812387	9608357	disagreement
9812387	9611272	disagreement
9812387	9701347	disagreement
9812387	9706489	agreement
9812387	9708357	disagreement
9812387	9709284	agreement
9812387	9802391	disagreement
9812387	9804355	disagreement
9812387	9805358	neutral
9812387	9805373	disagreement
9812387	9808453	disagreement
9812387	9809438	disagreement
9812387	9911526	disagreement
9506417	9305321	agreement
9506417	9310210	Agreement
9506417	9312212	agreement
9506417	9403378	agreement
9506417	9406258	disagreement
9506417	9412319	disagreement
9506417	9503377	disagreement
9506417	9504351	Neutral
9802445	9411366	agreement
9802445	9607310	agreement
9802445	9608398	agreement
9812454	9204205	agreement
9812454	9306332	disagreement
9812454	9403364	Neutral
9812454	9406319	agreement
9812454	9605319	agreement
9812454	9608256	disagreement
9812454	9608308	disagreement
9812454	9612428	disagreement
9812454	9707235	disagreement
9812454	9710314	agreement
9812454	9803397	disagreement
9812454	9806387	disagreement
9812454	9807253	agreement
9812454	9807466	agreement
9812454	9808293	disagreement
9812454	9809415	disagreement
9606381	9310210	disagreement
9606381	9311284	disagreement
9606381	9402364	disagreement
9606381	9403378	agreement
9606381	9406204	agreement
9606381	9406258	agreement
9606381	9407394	disagreement
9606381	9410338	disagreement
9606381	9412319	agreement
9606381	9505426	neutral
9606381	9506276	agreement
9606381	9506417	agreement
9606381	9507246	agreement
9603328	9301265	agreement
9603328	9301273	disagreement
9603328	9308318	agreement
9603328	9309202	disagreement
9603328	9404330	disagreement
9603328	9410338	disagreement
9603328	9501339	agreement
9603328	9504330	agreement
9603328	9505233	disagreement
9603328	9506417	neutral
9603328	9507246	agreement
9603328	9510393	disagreement
9603328	9901206	disagreement
9601390	9301290	disagreement
9601390	9307295	disagreement
9601390	9312291	disagreement
9601390	9402314	agreement
9601390	9403398	disagreement
9601390	9408367	disagreement
9601390	9410412	agreement
9601390	9502296	disagreement
9601390	9503248	disagreement
9601390	9503456	disagreement
9601390	9901206	disagreement
9808377	9504330	disagreement
9808377	9505233	agreement
9808377	9602415	disagreement
9808377	9704205	disagreement
9808377	9704219	disagreement
9808377	9704389	disagreement
9808377	9707379	disagreement
9808377	9707409	agreement
9808377	9708456	disagreement
9808377	9805373	disagreement
9808377	9805474	disagreement
9808377	9806236	disagreement
9409350	9211309	disagreement
9409350	9308292	disagreement
9409350	9308325	disagreement
9811291	9211309	disagreement
9811291	9403290	disagreement
9811291	9503280	disagreement
9811291	9602350	disagreement
9811291	9701412	Neutral
9811291	9711516	disagreement
9811291	9801329	disagreement
9811291	9803315	agreement
9811291	9803375	agreement
9811291	9803466	agreement
9811291	9804398	disagreement
9811291	9805217	disagreement
9811291	9805471	agreement
9811291	9806263	disagreement
9811291	9806292	neutral
9811291	9807344	disagreement
9811291	9807348	disagreement
9811291	9807465	disagreement
9811291	9809217	disagreement
9811291	9809406	neutral
9811291	9809582	agreement
9811291	9810280	agreement
9811291	9810410	disagreement
9811291	9810535	disagreement
9904485	9803315	disagreement
9904485	9804398	agreement
9904485	9807344	disagreement
9904485	9809406	disagreement
9904485	9810320	disagreement
9904485	9811353	agreement
9904485	9812483	agreement
9904485	9903224	disagreement
9904485	9904221	agreement
9704219	9304290	neutral
9704219	9511464	agreement
9704219	9603431	agreement
9704219	9604387	agreement
9704219	9606370	disagreement
9704219	9704205	disagreement
9904221	9803315	disagreement
9904221	9804398	disagreement
9904221	9805471	agreement
9904221	9806263	disagreement
9904221	9806292	disagreement
9904221	9807344	disagreement
9904221	9807522	disagreement
9904221	9810280	agreement
9904221	9811291	disagreement
9904221	9811323	disagreement
9904221	9811337	disagreement
9904221	9811350	disagreement
9904221	9811353	disagreement
9904221	9811356	disagreement
9904221	9811378	disagreement
9904221	9811428	disagreement
9904221	9811448	disagreement
9904221	9812483	agreement
9904221	9812486	disagreement
9904221	9901209	disagreement
9904221	9901299	disagreement
9904221	9902263	neutral
9904221	9902381	Neutral
9904221	9902467	disagreement
9904221	9903224	disagreement
9904221	9903239	disagreement
9904221	9903294	disagreement
9904221	9903417	neutral
9904221	9903422	neutral
9904221	9903475	neutral
9904221	9903479	disagreement
9904221	9904203	Neutral
9904221	9904211	neutral
9404276	9311281	disagreement
9905395	9403290	agreement
9905395	9803466	disagreement
9905395	9804398	disagreement
9905395	9805217	disagreement
9905395	9805471	disagreement
9905395	9806292	disagreement
9905395	9807344	disagreement
9905395	9809217	disagreement
9905395	9809406	disagreement
9905395	9809467	disagreement
9905395	9810280	disagreement
9905395	9810410	disagreement
9905395	9811291	agreement
9905395	9811323	disagreement
9905395	9811337	agreement
9905395	9811350	disagreement
9905395	9811353	disagreement
9905395	9811356	disagreement
9905395	9811378	disagreement
9905395	9811448	disagreement
9905395	9811501	agreement
9905395	9812221	disagreement
9905395	9812349	disagreement
9905395	9812397	disagreement
9905395	9812483	disagreement
9905395	9812486	agreement
9905395	9812489	disagreement
9905395	9901209	disagreement
9905395	9901443	disagreement
9905395	9902263	disagreement
9905395	9902467	agreement
9905395	9903294	disagreement
9905395	9903400	disagreement
9905395	9903417	agreement
9905395	9903422	disagreement
9905395	9903475	disagreement
9905395	9903479	agreement
9905395	9903538	agreement
9905395	9904232	disagreement
9905395	9904266	agreement
9905395	9904380	agreement
9905395	9904425	agreement
9905395	9904504	disagreement
9905395	9904510	disagreement
9905395	9905204	disagreement
9905395	9905295	disagreement
9702393	9204202	disagreement
9702393	9301265	disagreement
9702393	9301272	disagreement
9702393	9301273	disagreement
9702393	9305321	disagreement
9702393	9308318	agreement
9702393	9309202	disagreement
9702393	9310248	agreement
9702393	9311332	disagreement
9702393	9312272	disagreement
9702393	9404259	agreement
9702393	9404330	disagreement
9702393	9406258	disagreement
9702393	9406271	agreement
9702393	9410338	disagreement
9702393	9410385	agreement
9702393	9410413	disagreement
9702393	9411366	disagreement
9702393	9501339	disagreement
9702393	9504330	agreement
9702393	9504424	disagreement
9702393	9505233	agreement
9702393	9506417	disagreement
9702393	9507246	disagreement
9702393	9510393	agreement
9702393	9601390	disagreement
9702393	9602438	disagreement
9702393	9603328	agreement
9702393	9605385	disagreement
9702393	9607451	disagreement
9702393	9610522	disagreement
9702393	9901206	agreement
9901362	9206266	disagreement
9901362	9302210	disagreement
9901362	9303317	disagreement
9901362	9304267	disagreement
9901362	9308279	disagreement
9901362	9311278	disagreement
9901362	9311367	disagreement
9901362	9312296	agreement
9901362	9401352	disagreement
9901362	9403215	disagreement
9901362	9403310	agreement
9901362	9406343	disagreement
9901362	9406345	agreement
9901362	9406368	disagreement
9901362	9406369	disagreement
9901362	9408339	agreement
9901362	9409281	agreement
9901362	9410235	disagreement
9901362	9412266	disagreement
9901362	9503303	disagreement
9901362	9504265	disagreement
9901362	9506278	agreement
9901362	9506477	agreement
9901362	9507453	agreement
9901362	9508202	disagreement
9901362	9509347	disagreement
9901362	9511277	neutral
9901362	9511349	agreement
9901362	9603208	disagreement
9901362	9603378	disagreement
9901362	9603384	disagreement
9901362	9603420	agreement
9901362	9604320	agreement
9901362	9604440	agreement
9901362	9605235	disagreement
9901362	9605266	agreement
9901362	9605283	disagreement
9901362	9606260	disagreement
9901362	9606416	disagreement
9901362	9608308	agreement
9901362	9608350	disagreement
9901362	9608458	disagreement
9901362	9609481	disagreement
9901362	9610477	disagreement
9901362	9612282	disagreement
9901362	9612346	disagreement
9901362	9612364	agreement
9901362	9701393	disagreement
9901362	9701423	disagreement
9901362	9702409	agreement
9901362	9703212	agreement
9901362	9704273	agreement
9901362	9704366	disagreement
9901362	9705248	neutral
9901362	9706305	disagreement
9901362	9706439	agreement
9901362	9708304	agreement
9901362	9708393	disagreement
9901362	9709286	agreement
9901362	9710373	agreement
9901362	9710401	disagreement
9901362	9710436	disagreement
9901362	9711514	disagreement
9901362	9712221	disagreement
9901362	9801204	disagreement
9901362	9801272	disagreement
9901362	9801306	disagreement
9901362	9801430	disagreement
9901362	9801448	disagreement
9901362	9802238	agreement
9901362	9802240	agreement
9901362	9802358	disagreement
9901362	9803357	neutral
9901362	9803380	disagreement
9901362	9803479	agreement
9901362	9804255	disagreement
9901362	9805300	disagreement
9901362	9805473	disagreement
9901362	9806213	agreement
9901362	9806519	disagreement
9901362	9807278	disagreement
9901362	9807454	agreement
9901362	9809453	disagreement
9901362	9809529	disagreement
9901362	9810216	disagreement
9901362	9810261	disagreement
9901362	9810361	disagreement
9901362	9811369	disagreement
9901362	9812256	agreement
9904232	9403290	disagreement
9904232	9410404	disagreement
9904232	9803466	disagreement
9904232	9804398	disagreement
9904232	9805217	disagreement
9904232	9805471	disagreement
9904232	9806292	disagreement
9904232	9807344	disagreement
9904232	9809217	disagreement
9904232	9809406	disagreement
9904232	9809467	disagreement
9904232	9810280	disagreement
9904232	9810410	disagreement
9904232	9811291	disagreement
9904232	9811323	agreement
9904232	9811337	disagreement
9904232	9811350	disagreement
9904232	9811353	disagreement
9904232	9811356	disagreement
9904232	9811378	disagreement
9904232	9811448	disagreement
9904232	9811501	disagreement
9904232	9812221	disagreement
9904232	9812349	disagreement
9904232	9812397	agreement
9904232	9812483	disagreement
9904232	9812486	agreement
9904232	9812489	neutral
9904232	9901209	disagreement
9904232	9901443	disagreement
9904232	9902467	disagreement
9904232	9903294	disagreement
9904232	9903400	disagreement
9904232	9903417	neutral
9904232	9903422	disagreement
9904232	9903475	agreement
9904232	9903479	disagreement
9904232	9903538	disagreement
9810350	9806230	neutral
9803255	9603208	agreement
9803255	9607310	agreement
9803255	9707235	disagreement
9803255	9707419	disagreement
9803255	9711208	disagreement
9507246	9305321	agreement
9507246	9310210	agreement
9507246	9310276	agreement
9507246	9311284	disagreement
9507246	9312212	agreement
9507246	9403378	agreement
9507246	9406204	agreement
9507246	9406258	disagreement
9507246	9406271	agreement
9507246	9410385	agreement
9507246	9412319	disagreement
9507246	9503377	disagreement
9507246	9504351	disagreement
9507246	9506417	agreement
9811350	9403290	disagreement
9811350	9702237	disagreement
9811350	9803315	disagreement
9811350	9803466	disagreement
9811350	9804398	disagreement
9811350	9805377	disagreement
9811350	9805471	agreement
9811350	9806263	disagreement
9811350	9806292	agreement
9811350	9807344	disagreement
9811350	9807348	agreement
9811350	9809406	disagreement
9811350	9809582	disagreement
9811350	9810410	disagreement
9811350	9810535	disagreement
9811350	9811291	disagreement
9903294	9312278	disagreement
9903294	9601269	disagreement
9903294	9704247	disagreement
9903294	9803315	agreement
9903294	9804398	disagreement
9903294	9805377	Neutral
9903294	9807344	disagreement
9903294	9811291	neutral
9903294	9811323	Agreement
9903294	9811337	agreement
9903294	9811350	agreement
9903294	9811356	disagreement
9903294	9811378	disagreement
9903294	9811501	agreement
9903294	9812486	agreement
9903294	9901209	agreement
9903294	9902263	disagreement
9903294	9902310	neutral
9903294	9902323	disagreement
9602404	9310210	agreement
9602404	9311284	disagreement
9602404	9403378	agreement
9602404	9406258	disagreement
9602404	9409380	disagreement
9602404	9412319	agreement
9602404	9506417	disagreement
9602404	9507246	disagreement
9602404	9510311	neutral
9602404	9510393	agreement
9602404	9512434	disagreement
9404259	9209294	agreement
9404259	9303268	disagreement
9404259	9305321	disagreement
9901406	9207221	disagreement
9901406	9403398	disagreement
9901406	9604370	disagreement
9901406	9704231	disagreement
9901406	9709474	disagreement
9901406	9801437	disagreement
9901406	9801440	disagreement
9901406	9802445	disagreement
9901406	9803397	disagreement
9901406	9805219	disagreement
9901406	9806210	disagreement
9901406	9806272	agreement
9901406	9807307	disagreement
9901406	9807386	disagreement
9901406	9808292	disagreement
9901406	9809209	disagreement
9901406	9811240	disagreement
9901406	9811463	disagreement
9901406	9811479	disagreement
9901406	9812282	disagreement
9901406	9812289	neutral
9901406	9812447	disagreement
9811337	9606399	disagreement
9811337	9708329	disagreement
9811337	9803315	disagreement
9811337	9803466	disagreement
9811337	9804398	disagreement
9811337	9805217	neutral
9811337	9805471	disagreement
9811337	9807344	disagreement
9811337	9811291	agreement
9903511	9204205	disagreement
9903511	9306332	agreement
9903511	9406319	agreement
9903511	9605319	agreement
9903511	9608256	agreement
9903511	9608308	neutral
9903511	9611465	disagreement
9903511	9612428	disagreement
9903511	9706385	agreement
9903511	9707235	disagreement
9903511	9710314	agreement
9903511	9802201	disagreement
9903511	9803397	disagreement
9903511	9807253	agreement
9903511	9812454	agreement
9902263	9803315	disagreement
9902263	9807344	agreement
9902263	9811291	agreement
9902263	9811323	agreement
9902263	9811337	agreement
9902263	9811350	agreement
9902263	9811356	disagreement
9902263	9811501	agreement
9902263	9901209	disagreement
9807348	9211309	disagreement
9807348	9708329	disagreement
9807348	9710204	disagreement
9807348	9803315	neutral
9807348	9803466	disagreement
9807348	9804398	disagreement
9807348	9805217	disagreement
9807348	9805471	agreement
9807348	9806263	disagreement
9508316	9302210	disagreement
9508316	9302223	disagreement
9508316	9305274	disagreement
9508316	9404302	neutral
9508316	9412385	disagreement
9508316	9502222	disagreement
9508316	9505281	disagreement
9508316	9507215	disagreement
9903298	9511388	disagreement
9903298	9512369	disagreement
9903298	9603436	disagreement
9903298	9708227	disagreement
9903298	9711308	disagreement
9903298	9803315	neutral
9903298	9803384	disagreement
9903298	9803466	disagreement
9903298	9806292	disagreement
9903298	9807344	disagreement
9903298	9810524	agreement
9903298	9811323	disagreement
9903298	9902310	disagreement
9903298	9902323	agreement
9903298	9902407	disagreement
9903298	9902467	agreement
9710460	9302223	disagreement
9710460	9304241	disagreement
9710460	9411366	agreement
9710460	9603217	disagreement
9710460	9604229	agreement
9710460	9605319	agreement
9710460	9607310	agreement
9710460	9608308	neutral
9710460	9611425	disagreement
9710460	9702393	disagreement
9710460	9704231	disagreement
9710460	9707235	disagreement
9710460	9712221	disagreement
9710460	9712468	agreement
9710460	9803201	disagreement
9905242	9302210	disagreement
9905242	9602260	disagreement
9905242	9603208	disagreement
9905242	9603378	disagreement
9905242	9604229	agreement
9905242	9605319	agreement
9905242	9606260	disagreement
9905242	9607310	agreement
9905242	9608308	agreement
9905242	9608458	disagreement
9905242	9610477	agreement
9905242	9701423	disagreement
9905242	9704231	agreement
9905242	9704452	disagreement
9905242	9707235	agreement
9905242	9710460	disagreement
9905242	9712468	disagreement
9905242	9801271	disagreement
9905242	9801306	disagreement
9905242	9802238	agreement
9905242	9802304	disagreement
9905242	9805473	disagreement
9905242	9806205	disagreement
9905242	9807278	disagreement
9905242	9807339	disagreement
9905242	9809453	disagreement
9905242	9809547	neutral
9905242	9810308	disagreement
9905242	9810361	disagreement
9905242	9812256	neutral
9905242	9812289	agreement
9905242	9901362	disagreement
9905242	9902364	agreement
9905242	9904310	agreement
9901209	9606399	disagreement
9901209	9609248	neutral
9901209	9611336	Agreement
9901209	9803315	disagreement
9901209	9803466	agreement
9901209	9804398	disagreement
9901209	9805217	disagreement
9901209	9806292	disagreement
9901209	9807344	disagreement
9901209	9807522	disagreement
9901209	9810277	disagreement
9901209	9811245	disagreement
9901209	9811291	agreement
9901209	9811323	agreement
9901209	9811337	agreement
9901209	9811350	disagreement
9901209	9811353	agreement
9901209	9811356	agreement
9901209	9811378	disagreement
9901209	9811448	agreement
9901209	9811501	agreement
9901209	9812483	disagreement
9901209	9812486	agreement
9901209	9812517	disagreement
9903406	9303320	agreement
9903406	9305274	agreement
9903406	9305275	disagreement
9903406	9509351	agreement
9903406	9604229	disagreement
9903406	9605319	agreement
9903406	9607310	agreement
9903406	9608308	disagreement
9903406	9612437	disagreement
9903406	9705339	disagreement
9903406	9710460	disagreement
9903406	9807557	agreement
9903406	9809304	disagreement
9903406	9809381	disagreement
9903406	9810308	disagreement
9903406	9811339	disagreement
9903406	9811479	disagreement
9903406	9812256	agreement
9903406	9902328	disagreement
9706385	9204205	disagreement
9706385	9210251	disagreement
9706385	9309223	disagreement
9706385	9406319	disagreement
9706385	9503313	agreement
9706385	9605319	disagreement
9706385	9608256	disagreement
9706385	9608308	disagreement
9706385	9611465	Agreement
9706385	9612428	disagreement
9706385	9703209	disagreement
9810280	9212278	agreement
9810280	9403290	disagreement
9810280	9403338	agreement
9810280	9409350	disagreement
9810280	9412385	disagreement
9810280	9503303	disagreement
9810280	9504307	disagreement
9810280	9507453	disagreement
9810280	9603208	disagreement
9810280	9711208	disagreement
9810280	9803333	agreement
9810280	9807278	disagreement
9810280	9807344	agreement
9810280	9807415	disagreement
9810280	9809406	disagreement
9810280	9809582	agreement
9605319	9302223	disagreement
9605319	9304241	agreement
9605319	9310248	Disagreement
9605319	9412278	neutral
9605319	9604229	agreement
9901337	9302210	disagreement
9901337	9304241	disagreement
9901337	9310248	disagreement
9901337	9411366	disagreement
9901337	9607310	agreement
9901337	9611425	disagreement
9901337	9707235	agreement
9901337	9710460	neutral
9901337	9712468	agreement
9901337	9805427	disagreement
9901337	9810328	disagreement
9903422	9803315	disagreement
9903422	9804398	disagreement
9903422	9805217	disagreement
9903422	9805471	disagreement
9903422	9807344	disagreement
9903422	9811291	disagreement
9903422	9811337	disagreement
9903422	9811350	disagreement
9903422	9811353	disagreement
9903422	9811356	disagreement
9903422	9812486	disagreement
9903422	9901209	disagreement
9903422	9902263	disagreement
9903422	9902310	agreement
9403290	9211309	agreement
9903319	9407248	disagreement
9903319	9503303	disagreement
9903319	9803315	agreement
9903319	9804398	disagreement
9903319	9805471	disagreement
9903319	9807344	disagreement
9903319	9807348	Neutral
9903319	9903224	disagreement
9607253	9506417	disagreement
9607253	9507246	disagreement
9607253	9510393	disagreement
9607253	9605385	disagreement
9811323	9211309	disagreement
9811323	9410384	disagreement
9811323	9510364	disagreement
9811323	9512364	disagreement
9811323	9705339	disagreement
9811323	9708329	agreement
9811323	9710204	disagreement
9811323	9802351	disagreement
9811323	9803315	agreement
9811323	9803466	disagreement
9811323	9804398	disagreement
9811323	9805217	disagreement
9811323	9805471	agreement
9811323	9806292	agreement
9811323	9807216	disagreement
9811323	9807264	disagreement
9811323	9807282	neutral
9811323	9807344	disagreement
9811323	9807348	disagreement
9811323	9809406	agreement
9811470	9410338	disagreement
9811470	9601390	disagreement
9811470	9803210	disagreement
9811470	9810350	disagreement
9811470	9810400	disagreement
9605385	9310210	agreement
9605385	9311284	disagreement
9605385	9403378	agreement
9605385	9406258	disagreement
9605385	9406271	agreement
9605385	9410338	disagreement
9605385	9410385	agreement
9605385	9412319	disagreement
9605385	9503344	disagreement
9605385	9503377	disagreement
9605385	9506417	disagreement
9605385	9507246	agreement
9605385	9507287	disagreement
9605385	9602404	agreement
9502283	9303226	agreement
9502283	9303294	agreement
9502283	9306270	agreement
9502283	9402358	agreement
9502283	9408316	disagreement
9502283	9409396	neutral
9502283	9501339	disagreement
9811356	9602350	disagreement
9811356	9703337	disagreement
9811356	9803315	disagreement
9811356	9803466	disagreement
9811356	9804398	disagreement
9811356	9805217	agreement
9811356	9805471	Neutral
9811356	9806292	disagreement
9811356	9807344	disagreement
9811356	9811291	agreement
9704205	9310211	disagreement
9704205	9311248	disagreement
9704205	9408384	neutral
9704205	9502260	disagreement
9704205	9507378	disagreement
9704205	9512383	disagreement
9704205	9602207	disagreement
9704205	9603431	disagreement
9704205	9605339	disagreement
9704205	9606370	disagreement
9704205	9607298	disagreement
9704205	9610495	disagreement
9704205	9610544	disagreement
9704205	9612333	disagreement
9704205	9612359	neutral
9704205	9701336	disagreement
9704205	9702315	agreement
9904495	9803315	disagreement
9904495	9804398	disagreement
9904495	9807344	disagreement
9904495	9810280	agreement
9904495	9810320	disagreement
9904495	9812483	disagreement
9904495	9903224	disagreement
9904495	9903319	disagreement
9904495	9905244	disagreement
9904495	9905487	disagreement
9904495	9907223	agreement
9902323	9403290	agreement
9902323	9803315	disagreement
9902323	9803466	disagreement
9902323	9806292	neutral
9902323	9807522	disagreement
9902323	9808283	disagreement
9902323	9809217	disagreement
9902323	9810524	neutral
207197	3119	disagreement
207197	3323	disagreement
207197	8090	disagreement
207197	104110	neutral
207197	105308	disagreement
207197	109238	disagreement
207197	110159	agreement
207197	110278	agreement
207197	112285	disagreement
207197	112295	disagreement
207197	202170	disagreement
207197	9802315	disagreement
207197	9806468	agreement
207197	9808493	disagreement
207197	9809311	agreement
207197	9903456	agreement
207197	9909561	agreement
112285	11183	agreement
112285	104110	disagreement
112285	108024	disagreement
112285	108195	disagreement
112285	109238	disagreement
112285	9403266	neutral
112285	9404283	disagreement
112285	9504327	disagreement
112285	9509428	agreement
112285	9707521	agreement
112285	9710342	disagreement
112285	9808493	disagreement
112285	9809311	agreement
112285	9810482	disagreement
112285	9812396	neutral
112285	9902256	agreement
112285	9908202	disagreement
112285	9909478	agreement
109238	3323	Agreement
109238	6351	disagreement
109238	8292	disagreement
109238	10237	disagreement
109238	11183	disagreement
109238	11337	agreement
109238	11355	agreement
109238	11392	agreement
109238	104110	disagreement
109238	105103	disagreement
109238	105308	disagreement
109238	108024	disagreement
109238	108195	disagreement
109238	9309283	agreement
109238	9404282	agreement
109238	9404283	disagreement
109238	9504327	disagreement
109238	9509204	disagreement
109238	9510363	agreement
109238	9604233	disagreement
109238	9606207	disagreement
109238	9701396	disagreement
109238	9704423	disagreement
109238	9707521	disagreement
109238	9710331	agreement
109238	9711246	agreement
109238	9711262	disagreement
109238	9712225	disagreement
109238	9712306	disagreement
109238	9806348	disagreement
109238	9806468	disagreement
109238	9808493	disagreement
109238	9809311	agreement
109238	9809384	disagreement
109238	9810260	disagreement
109238	9810351	disagreement
109238	9810482	disagreement
109238	9812396	disagreement
109238	9902256	disagreement
109238	9902482	Agreement
109238	9909478	disagreement
3323	1253	disagreement
3323	1334	disagreement
3323	2167	disagreement
3323	3119	disagreement
3323	9504326	agreement
3323	9509204	neutral
3323	9604283	disagreement
3323	9701396	disagreement
3323	9704423	disagreement
3323	9705356	disagreement
3323	9711262	disagreement
3323	9711469	disagreement
3323	9712224	agreement
3323	9712225	disagreement
3323	9712287	agreement
3323	9801363	disagreement
3323	9802433	disagreement
3323	9804254	neutral
3323	9804319	disagreement
3323	9805403	Agreement
3323	9806423	disagreement
3323	9806468	disagreement
3323	9808493	agreement
3323	9809311	agreement
3323	9810260	disagreement
3323	9810482	Neutral
3323	9812209	agreement
3323	9812396	disagreement
3323	9903447	disagreement
3323	9903535	disagreement
3323	9903540	neutral
3323	9905296	disagreement
3323	9905312	agreement
3323	9905437	disagreement
3323	9906274	disagreement
3323	9909297	agreement
9802315	9406262	disagreement
9802315	9409229	agreement
9802315	9409443	disagreement
9802315	9504326	agreement
9802315	9606354	disagreement
9802315	9612433	disagreement
9802315	9709301	disagreement
9802315	9709500	neutral
9802315	9711246	agreement
110159	1113	disagreement
110159	1290	disagreement
110159	2167	disagreement
110159	2243	disagreement
110159	5248	disagreement
110159	8090	disagreement
110159	12162	disagreement
110159	12308	neutral
110159	108195	neutral
110159	9607332	disagreement
110159	9612433	disagreement
110159	9709243	agreement
110159	9712401	disagreement
110159	9802315	disagreement
110159	9802394	disagreement
110159	9805422	disagreement
110159	9911338	disagreement
8090	9082	agreement
8090	9605326	neutral
8090	9606354	disagreement
8090	9606422	disagreement
8090	9612433	agreement
8090	9712502	agreement
8090	9807320	disagreement
8090	9812279	agreement
8090	9902313	disagreement
8090	9903535	agreement
8090	9908237	disagreement
8090	9912242	disagreement
3119	1253	disagreement
3119	9404282	agreement
3119	9509204	agreement
3119	9510363	agreement
3119	9512380	agreement
3119	9604233	agreement
3119	9608430	disagreement
3119	9701396	disagreement
3119	9704423	agreement
3119	9711246	agreement
3119	9712531	agreement
3119	9802394	agreement
3119	9802433	disagreement
3119	9804319	disagreement
3119	9806348	disagreement
3119	9808493	disagreement
3119	9809311	agreement
3119	9810260	neutral
3119	9810482	disagreement
3119	9811335	agreement
3119	9812396	agreement
3119	9902482	disagreement
3119	9903447	disagreement
3119	9903456	agreement
3119	9905312	disagreement
3119	9911369	agreement
9909561	9209279	disagreement
9909561	9601218	disagreement
9909561	9606354	agreement
9909561	9608430	agreement
9909561	9612269	Neutral
9909561	9612433	disagreement
9909561	9704277	disagreement
9909561	9705356	disagreement
9909561	9712401	disagreement
9909561	9801363	disagreement
9909561	9801386	disagreement
9909561	9807320	agreement
9909561	9909560	agreement
110278	1253	agreement
110278	3119	agreement
110278	3238	disagreement
110278	3321	agreement
110278	3323	disagreement
110278	4004	disagreement
110278	4010	agreement
110278	4173	disagreement
110278	4255	disagreement
110278	5248	agreement
110278	6001	disagreement
110278	8292	disagreement
110278	10115	agreement
110278	11323	neutral
110278	11355	disagreement
110278	12155	neutral
110278	12308	disagreement
110278	101336	agreement
110278	104062	disagreement
110278	104110	agreement
110278	104126	disagreement
110278	105103	Disagreement
110278	105213	agreement
110278	109090	agreement
110278	9404281	agreement
110278	9404282	agreement
110278	9404283	agreement
110278	9411308	disagreement
110278	9504326	neutral
110278	9509204	disagreement
110278	9604283	disagreement
110278	9605221	disagreement
110278	9612433	disagreement
110278	9704423	agreement
110278	9706261	agreement
110278	9711246	agreement
110278	9711262	agreement
110278	9711469	agreement
110278	9712224	neutral
110278	9712225	agreement
110278	9712401	agreement
110278	9802315	agreement
110278	9802433	disagreement
110278	9804319	agreement
110278	9808493	agreement
110278	9809311	agreement
110278	9810260	agreement
110278	9812209	disagreement
110278	9812396	agreement
110278	9903455	agreement
110278	9903456	disagreement
110278	9903540	agreement
